record_id,timestamp,dht_temperature,gridEye_array,current_people_count,net_crossing_count,current_objects_count
21,2025-05-27T19:37:30.036486,28.400000000000002,"[26.75, 26.5, 26.5, 27.0, 26.75, 27.0, 26.25, 26.75, 27.0, 26.75, 26.5, 26.5, 27.0, 27.0, 26.75, 27.0, 26.75, 26.5, 27.0, 27.25, 27.25, 26.5, 27.0, 27.25, 26.5, 27.0, 26.75, 26.75, 26.5, 26.75, 26.75, 26.75, 26.5, 27.0, 27.5, 27.0, 27.25, 27.0, 26.75, 27.25, 26.0, 26.5, 27.0, 27.0, 26.75, 27.25, 26.5, 27.0, 26.75, 26.0, 26.5, 27.0, 27.0, 27.25, 27.25, 27.25, 26.25, 27.0, 26.25, 26.0, 26.5, 27.0, 27.0, 27.5]",0,0,0
22,2025-05-27T19:37:30.157522,28.400000000000002,"[26.75, 26.5, 26.5, 27.0, 26.75, 27.0, 26.25, 26.75, 27.0, 26.75, 26.5, 26.5, 27.0, 27.0, 26.75, 27.0, 26.75, 26.5, 27.0, 27.25, 27.25, 26.5, 27.0, 27.25, 26.5, 27.0, 26.75, 26.75, 26.5, 26.75, 26.75, 26.75, 26.5, 27.0, 27.5, 27.0, 27.25, 27.0, 26.75, 27.25, 26.0, 26.5, 27.0, 27.0, 26.75, 27.25, 26.5, 27.0, 26.75, 26.0, 26.5, 27.0, 27.0, 27.25, 27.25, 27.25, 26.25, 27.0, 26.25, 26.0, 26.5, 27.0, 27.0, 27.5]",0,0,0
23,2025-05-27T19:37:30.285510,28.400000000000002,"[26.5, 26.5, 26.5, 26.75, 27.0, 26.75, 26.75, 27.25, 27.0, 26.5, 27.0, 26.75, 26.5, 26.5, 27.0, 26.75, 26.75, 26.75, 27.25, 26.75, 26.75, 26.5, 26.75, 26.75, 27.25, 26.25, 26.5, 26.5, 26.75, 27.25, 26.5, 27.0, 26.5, 27.0, 28.0, 27.0, 27.0, 27.0, 27.0, 27.0, 25.75, 26.5, 26.5, 27.0, 26.75, 27.0, 27.0, 27.0, 26.75, 26.25, 26.5, 26.5, 27.0, 27.25, 27.0, 27.5, 26.25, 26.25, 26.75, 26.5, 27.0, 27.25, 27.25, 27.25]",0,0,0
24,2025-05-27T19:37:30.411693,28.400000000000002,"[26.5, 26.5, 26.5, 26.75, 27.0, 26.75, 26.75, 27.25, 27.0, 26.5, 27.0, 26.75, 26.5, 26.5, 27.0, 26.75, 26.75, 26.75, 27.25, 26.75, 26.75, 26.5, 26.75, 26.75, 27.25, 26.25, 26.5, 26.5, 26.75, 27.25, 26.5, 27.0, 26.5, 27.0, 28.0, 27.0, 27.0, 27.0, 27.0, 27.0, 25.75, 26.5, 26.5, 27.0, 26.75, 27.0, 27.0, 27.0, 26.75, 26.25, 26.5, 26.5, 27.0, 27.25, 27.0, 27.5, 26.25, 26.25, 26.75, 26.5, 27.0, 27.25, 27.25, 27.25]",0,0,0
25,2025-05-27T19:37:30.538241,28.400000000000002,"[26.5, 26.5, 26.5, 26.75, 27.0, 26.75, 26.75, 27.25, 27.0, 26.5, 27.0, 26.75, 26.5, 26.5, 27.0, 26.75, 26.75, 26.75, 27.25, 26.75, 26.75, 26.5, 26.75, 26.75, 27.25, 26.25, 26.5, 26.5, 26.75, 27.25, 26.5, 27.0, 26.5, 27.0, 28.0, 27.0, 27.0, 27.0, 27.0, 27.0, 25.75, 26.5, 26.5, 27.0, 26.75, 27.0, 27.0, 27.0, 26.75, 26.25, 26.5, 26.5, 27.0, 27.25, 27.0, 27.5, 26.25, 26.25, 26.75, 26.5, 27.0, 27.25, 27.25, 27.25]",0,0,0
26,2025-05-27T19:37:30.675134,28.400000000000002,"[26.5, 26.5, 26.5, 27.25, 27.0, 26.75, 27.0, 27.0, 26.5, 26.5, 26.5, 26.75, 26.75, 26.5, 27.0, 26.5, 26.75, 26.75, 26.75, 26.5, 26.75, 26.75, 27.0, 26.75, 26.75, 26.5, 26.5, 26.5, 26.5, 27.25, 26.5, 26.75, 27.0, 27.0, 27.5, 27.0, 27.0, 26.75, 26.75, 27.25, 26.25, 26.25, 27.0, 26.5, 26.75, 26.75, 27.0, 26.5, 26.25, 26.75, 26.5, 26.5, 26.75, 27.25, 27.0, 27.25, 26.0, 26.5, 26.5, 25.75, 26.25, 27.0, 27.0, 27.0]",0,0,0
27,2025-05-27T19:37:30.803724,28.400000000000002,"[26.75, 26.75, 26.75, 27.0, 27.25, 26.5, 26.5, 26.75, 26.75, 26.25, 26.25, 26.25, 27.0, 26.75, 26.75, 27.0, 26.75, 26.75, 27.25, 27.0, 27.25, 26.5, 26.75, 26.5, 27.0, 27.0, 26.5, 26.75, 26.75, 27.0, 26.75, 27.0, 26.75, 27.0, 27.25, 27.25, 27.0, 26.75, 26.5, 27.5, 26.5, 26.5, 27.0, 27.0, 26.75, 27.25, 26.75, 27.0, 26.5, 26.5, 27.0, 26.75, 27.0, 27.5, 27.25, 27.0, 26.25, 26.75, 26.5, 26.25, 26.5, 26.5, 27.0, 27.25]",0,0,0
28,2025-05-27T19:37:30.923321,28.400000000000002,"[26.75, 26.75, 26.75, 27.0, 27.25, 26.5, 26.5, 26.75, 26.75, 26.25, 26.25, 26.25, 27.0, 26.75, 26.75, 27.0, 26.75, 26.75, 27.25, 27.0, 27.25, 26.5, 26.75, 26.5, 27.0, 27.0, 26.5, 26.75, 26.75, 27.0, 26.75, 27.0, 26.75, 27.0, 27.25, 27.25, 27.0, 26.75, 26.5, 27.5, 26.5, 26.5, 27.0, 27.0, 26.75, 27.25, 26.75, 27.0, 26.5, 26.5, 27.0, 26.75, 27.0, 27.5, 27.25, 27.0, 26.25, 26.75, 26.5, 26.25, 26.5, 26.5, 27.0, 27.25]",0,0,0
29,2025-05-27T19:37:31.048789,28.400000000000002,"[26.75, 26.75, 26.75, 27.0, 27.25, 26.5, 26.5, 26.75, 26.75, 26.25, 26.25, 26.25, 27.0, 26.75, 26.75, 27.0, 26.75, 26.75, 27.25, 27.0, 27.25, 26.5, 26.75, 26.5, 27.0, 27.0, 26.5, 26.75, 26.75, 27.0, 26.75, 27.0, 26.75, 27.0, 27.25, 27.25, 27.0, 26.75, 26.5, 27.5, 26.5, 26.5, 27.0, 27.0, 26.75, 27.25, 26.75, 27.0, 26.5, 26.5, 27.0, 26.75, 27.0, 27.5, 27.25, 27.0, 26.25, 26.75, 26.5, 26.25, 26.5, 26.5, 27.0, 27.25]",0,0,0
30,2025-05-27T19:37:31.174931,28.400000000000002,"[25.75, 26.75, 26.5, 27.0, 26.5, 26.5, 26.25, 26.5, 26.75, 26.25, 26.5, 26.75, 26.75, 26.5, 27.0, 26.5, 26.75, 26.5, 26.75, 26.75, 26.75, 27.0, 26.75, 26.25, 26.5, 26.5, 26.75, 26.25, 27.0, 26.5, 26.5, 26.75, 26.5, 27.0, 27.25, 27.0, 26.75, 26.75, 26.75, 27.0, 25.75, 26.5, 26.75, 27.0, 26.5, 27.0, 26.5, 26.75, 26.5, 26.0, 26.0, 26.5, 26.75, 27.0, 26.75, 26.75, 27.0, 26.0, 26.5, 26.25, 26.75, 26.75, 26.5, 26.25]",0,0,0
